energy_mev,dedx_mev_per_g_cm2
1.615920563942092e+00,1.607202638227979e+00
1.653560189164305e+00,1.610158367953588e+00
1.692076553886271e+00,1.613243123571480e+00
1.731490079994389e+00,1.616455132294180e+00
1.771821665061899e+00,1.619792677446029e+00
1.813092693429058e+00,1.623254098688932e+00
1.855325047541392e+00,1.626837792251551e+00
1.898541119552062e+00,1.630542211161157e+00
1.942763823194482e+00,1.634365865477397e+00
1.988016605931479e+00,1.638307322527358e+00
2.034323461387450e+00,1.642365207141329e+00
2.081708942070104e+00,1.646538201888793e+00
2.130198172388519e+00,1.650825047314214e+00
2.179816861974440e+00,1.655224542172293e+00
2.230591319313867e+00,1.659735543662421e+00
2.282548465696161e+00,1.664356967662148e+00
2.335715849488068e+00,1.669087788959547e+00
2.390121660740228e+00,1.673927041484455e+00
2.445794746133912e+00,1.678873818538590e+00
2.502764624275917e+00,1.683927273024688e+00
2.561061501349719e+00,1.689086617674800e+00
2.620716287131194e+00,1.694351125278007e+00
2.681760611377385e+00,1.699720128907847e+00
2.744226840597028e+00,1.705193022149824e+00
2.808148095211692e+00,1.710769259329421e+00
2.873558267116670e+00,1.716448355741093e+00
2.940492037650915e+00,1.722229887878785e+00
3.008984895985535e+00,1.728113493668549e+00
3.079073157940630e+00,1.734098872703902e+00
3.150793985240417e+00,1.740185786484594e+00
3.224185405216867e+00,1.746374058659523e+00
3.299286330972302e+00,1.752663575274531e+00
3.376136582011636e+00,1.759054285025909e+00
3.454776905355203e+00,1.765546199520414e+00
3.535248997143368e+00,1.772139393542677e+00
3.617595524744370e+00,1.778834005330876e+00
3.701860149377130e+00,1.785630236861603e+00
3.788087549261001e+00,1.792528354144851e+00
3.876323443304756e+00,1.799528687530078e+00
3.966614615347358e+00,1.806631632024334e+00
4.059008938963368e+00,1.813837647623421e+00
4.153555402846152e+00,1.821147259657113e+00
4.250304136782330e+00,1.828561059149423e+00
4.349306438231256e+00,1.836079703194974e+00
4.450614799523609e+00,1.843703915352466e+00
4.554282935693521e+00,1.851434486056309e+00
4.660365812958998e+00,1.859272273047445e+00
4.768919677865740e+00,1.867218201824410e+00
4.880002087109800e+00,1.875273266115667e+00
4.993671938054911e+00,1.883438528374276e+00
5.109989499960641e+00,1.891715120295935e+00
5.229016445937955e+00,1.900104243361421e+00
5.350815885649121e+00,1.908607169404504e+00
5.475452398769280e+00,1.917225241206340e+00
5.602992069227447e+00,1.925959873117387e+00
5.733502520245085e+00,1.934812551707891e+00
5.867052950190836e+00,1.943784836447938e+00
6.003714169270404e+00,1.952878360418116e+00
6.143558637071072e+00,1.962094831051804e+00
6.286660500980725e+00,1.971436030910080e+00
6.433095635501787e+00,1.980903818490287e+00
6.582941682480881e+00,1.990500129069239e+00
6.736278092275559e+00,2.000226975582082e+00
6.893186165879942e+00,2.010086449537798e+00
7.053749098031582e+00,2.020080721972362e+00
7.218052021322404e+00,2.030212044440528e+00
7.386182051337145e+00,2.040482750047258e+00
7.558228332843184e+00,2.050895254519766e+00
7.734282087056272e+00,2.061452057321181e+00
7.914436660007246e+00,2.072155742806818e+00
8.098787572035310e+00,2.083008981424050e+00
8.287432568434188e+00,2.094014530956787e+00
8.480471671277991e+00,2.105175237815542e+00
8.678007232454220e+00,2.116494038374121e+00
8.880143987932103e+00,2.127973960353912e+00
9.086989113294985e+00,2.139618124256825e+00
9.298652280566257e+00,2.151429744847873e+00
9.515245716358899e+00,2.163412132688461e+00
9.736884261379522e+00,2.175568695721403e+00
9.963685431318426e+00,2.187902940908732e+00
1.019576947915798e+01,2.200418475923366e+00
1.043325945893235e+01,2.213119010895711e+00
1.067628129097237e+01,2.226008360216300e+00
1.092496382867014e+01,2.239090444395558e+00
1.117943892679886e+01,2.252369291981858e+00
1.143984151142395e+01,2.265849041538964e+00
1.170630965144259e+01,2.279533943684069e+00
1.197898463178976e+01,2.293428363187576e+00
1.225801102834930e+01,2.307536781135859e+00
1.254353678461003e+01,2.321863797158204e+00
1.283571329010730e+01,2.336414131719202e+00
1.313469546069174e+01,2.351192628477865e+00
1.344064182066768e+01,2.366204256714759e+00
1.375371458684487e+01,2.381454113828504e+00
1.407407975454793e+01,2.396947427902980e+00
1.440190718562933e+01,2.412689560346652e+00
1.473737069853232e+01,2.428686008605409e+00
1.508064816045184e+01,2.444942408950387e+00
1.543192158164201e+01,2.461464539342262e+00
1.579137721192039e+01,2.478258322373528e+00
1.615920563942012e+01,2.495329828290321e+00
1.653560189164224e+01,2.512685278095381e+00
1.692076553886189e+01,2.530331046733789e+00
1.731490079994304e+01,2.548273666363150e+00
1.771821665061812e+01,2.566519829709935e+00
1.813092693428969e+01,2.585076393513732e+00
1.855325047541301e+01,2.603950382061220e+00
1.898541119551969e+01,2.623148990811692e+00
1.942763823194387e+01,2.642679590116023e+00
1.988016605931381e+01,2.662549729031030e+00
2.034323461387351e+01,2.682767139231185e+00
2.081708942070002e+01,2.703339739019743e+00
2.130198172388415e+01,2.724275637441345e+00
2.179816861974334e+01,2.745583138498257e+00
2.230591319313758e+01,2.767270745472406e+00
2.282548465696049e+01,2.789347165355502e+00
2.335715849487954e+01,2.811821313389505e+00
2.390121660740110e+01,2.834702317719825e+00
2.445794746133792e+01,2.857999524163660e+00
2.502764624275794e+01,2.881722501095968e+00
2.561061501349593e+01,2.905881044455592e+00
2.620716287131065e+01,2.930485182874164e+00
2.681760611377254e+01,2.955545182930449e+00
2.744226840596893e+01,2.981071554532869e+00
2.808148095211554e+01,3.007075056433002e+00
2.873558267116530e+01,3.033566701872948e+00
2.940492037650771e+01,3.060557764369495e+00
3.008984895985387e+01,3.088059783638106e+00
3.079073157940479e+01,3.116084571659820e+00
3.150793985240262e+01,3.144644218894245e+00
3.224185405216710e+01,3.173751100641868e+00
3.299286330972141e+01,3.203417883559044e+00
3.376136582011471e+01,3.233657532329028e+00
3.454776905355033e+01,3.264483316492593e+00
3.535248997143194e+01,3.295908817441768e+00
3.617595524744193e+01,3.327947935580377e+00
3.701860149376949e+01,3.360614897655139e+00
3.788087549260815e+01,3.393924264261174e+00
3.876323443304566e+01,3.427890937525835e+00
3.966614615347164e+01,3.462530168974915e+00
4.059008938963169e+01,3.497857567585367e+00
4.153555402845949e+01,3.533889108028746e+00
4.250304136782122e+01,3.570641139109724e+00
4.349306438231044e+01,3.608130392404109e+00
4.450614799523390e+01,3.646373991100912e+00
4.554282935693297e+01,3.685389459053111e+00
4.660365812958769e+01,3.725194730041883e+00
4.768919677865505e+01,3.765808157259185e+00
4.880002087109560e+01,3.807248523013660e+00
4.993671938054666e+01,3.849535048665008e+00
5.109989499960389e+01,3.892687404792039e+00
5.229016445937698e+01,3.936725721599780e+00
5.350815885648859e+01,3.981670599571122e+00
5.475452398769012e+01,4.027543120368613e+00
5.602992069227172e+01,4.074364857992176e+00
5.733502520244804e+01,4.122157890198626e+00
5.867052950190548e+01,4.170944810188988e+00
6.003714169270110e+01,4.220748738569861e+00
6.143558637070770e+01,4.271593335595046e+00
6.286660500980415e+01,4.323502813693998e+00
6.433095635501472e+01,4.376501950293665e+00
6.582941682480558e+01,4.430616100940496e+00
6.736278092275228e+01,4.485871212729584e+00
6.893186165879604e+01,4.542293838048002e+00
7.053749098031236e+01,4.599911148639629e+00
7.218052021322050e+01,4.658750949998899e+00
7.386182051336783e+01,4.718841696101066e+00
7.558228332842812e+01,4.780212504476794e+00
7.734282087055892e+01,4.842893171639055e+00
7.914436660006858e+01,4.906914188870473e+00
8.098787572034909e+01,4.972306758379479e+00
8.287432568433782e+01,5.039102809833846e+00
8.480471671277576e+01,5.107335017280318e+00
8.678007232453795e+01,5.177036816459308e+00
8.880143987931666e+01,5.248242422523851e+00
9.086989113294538e+01,5.320986848172154e+00
9.298652280565800e+01,5.395305922203362e+00
9.515245716358432e+01,5.471236308506380e+00
9.736884261379043e+01,5.548815525491775e+00
9.963685431317936e+01,5.628081965977083e+00
1.019576947915748e+02,5.709074917536017e+00
1.043325945893184e+02,5.791834583322384e+00
1.067628129097184e+02,5.876402103379730e+00
1.092496382866960e+02,5.962819576447997e+00
1.117943892679832e+02,6.051130082278748e+00
1.143984151142338e+02,6.141377704470775e+00
1.170630965144202e+02,6.233607553838215e+00
1.197898463178916e+02,6.327865792323518e+00
1.225801102834870e+02,6.424199657467948e+00
1.254353678460942e+02,6.522657487452607e+00
1.283571329010667e+02,6.623288746723233e+00
1.313469546069109e+02,6.726144052212325e+00
1.344064182066702e+02,6.831275200172549e+00
1.375371458684419e+02,6.938735193635597e+00
1.407407975454724e+02,7.048578270511057e+00
1.440190718562862e+02,7.160859932340225e+00
1.473737069853160e+02,7.275636973720037e+00
1.508064816045110e+02,7.392967512412760e+00
1.543192158164125e+02,7.512911020157396e+00
1.579137721191962e+02,7.635528354199115e+00
1.615920563941933e+02,7.760881789553427e+00
1.653560189164143e+02,7.889035052022221e+00
1.692076553886105e+02,8.020053351979131e+00
1.731490079994218e+02,8.154003418942189e+00
1.771821665061725e+02,8.290953536952024e+00
1.813092693428880e+02,8.430973580774452e+00
1.855325047541210e+02,8.574135052946520e+00
1.898541119551876e+02,8.720511121685803e+00
1.942763823194291e+02,8.870176659682881e+00
1.988016605931283e+02,9.023208283797711e+00
2.034323461387251e+02,9.179684395680814e+00
2.081708942069900e+02,9.339685223340922e+00
2.130198172388310e+02,9.503292863680995e+00
2.179816861974226e+02,9.670591326025306e+00
2.230591319313649e+02,9.841666576660547e+00
2.282548465695937e+02,1.001660658441461e+01
2.335715849487839e+02,1.019550136729725e+01
2.390121660739993e+02,1.037844304022725e+01
2.445794746133672e+02,1.056552586387156e+01
2.502764624275671e+02,1.075684629462208e+01
2.561061501349468e+02,1.095250303573684e+01
2.620716287130936e+02,1.115259708967239e+01
2.681760611377122e+02,1.135723181163549e+01
2.744226840596759e+02,1.156651296438215e+01
2.808148095211416e+02,1.178054877429334e+01
2.873558267116388e+02,1.199944998875697e+01
2.940492037650627e+02,1.222332993488655e+01
3.008984895985240e+02,1.245230457960772e+01
3.079073157940328e+02,1.268649259114454e+01
3.150793985240108e+02,1.292601540193797e+01
3.224185405216551e+02,1.317099727303010e+01
3.299286330971979e+02,1.342156535994819e+01
3.376136582011305e+02,1.367784978012333e+01
3.454776905354864e+02,1.393998368187976e+01
3.535248997143021e+02,1.420810331503100e+01
3.617595524744015e+02,1.448234810312070e+01
3.701860149376766e+02,1.476286071734612e+01
3.788087549260629e+02,1.504978715220365e+01
3.876323443304375e+02,1.534327680289637e+01
3.966614615346969e+02,1.564348254454482e+01
4.059008938962970e+02,1.595056081324276e+01
4.153555402845744e+02,1.626467168900122e+01
4.250304136781913e+02,1.658597898062440e+01
4.349306438230829e+02,1.691465031256282e+01
4.450614799523172e+02,1.725085721378954e+01
4.554282935693073e+02,1.759477520874664e+01
4.660365812958539e+02,1.794658391041010e+01
4.768919677865271e+02,1.830646711552263e+01
4.880002087109321e+02,1.867461290204467e+01
4.993671938054421e+02,1.905121372887547e+01
5.109989499960138e+02,1.943646653789692e+01
5.229016445937443e+02,1.983057285839447e+01
5.350815885648595e+02,2.023373891391016e+01
5.475452398768743e+02,2.064617573158489e+01
5.602992069226897e+02,2.106809925404735e+01
5.733502520244524e+02,2.149973045390949e+01
5.867052950190260e+02,2.194129545092870e+01
6.003714169269815e+02,2.239302563189935e+01
6.143558637070468e+02,2.285515777333677e+01
6.286660500980107e+02,2.332793416701913e+01
6.433095635501156e+02,2.381160274845342e+01
6.582941682480233e+02,2.430641722833395e+01
6.736278092274898e+02,2.481263722706290e+01
6.893186165879267e+02,2.533052841240428e+01
7.053749098030889e+02,2.586036264034425e+01
7.218052021321696e+02,2.640241809923264e+01
7.386182051336420e+02,2.695697945728186e+01
7.558228332842441e+02,2.752433801350158e+01
7.734282087055514e+02,2.810479185214916e+01
7.914436660006469e+02,2.869864600077768e+01
8.098787572034512e+02,2.930621259196550e+01
8.287432568433375e+02,2.992781102881285e+01
8.480471671277161e+02,3.056376815429349e+01
8.678007232453369e+02,3.121441842455101e+01
8.880143987931230e+02,3.188010408623179e+01
9.086989113294093e+02,3.256117535794861e+01
9.298652280565345e+02,3.325799061597103e+01
9.515245716357964e+02,3.397091658424109e+01
9.736884261378565e+02,3.470032852881516e+01
9.963685431317448e+02,3.544661045683483e+01
1.019576947915698e+03,3.621015532013244e+01
1.043325945893133e+03,3.699136522357932e+01
1.067628129097132e+03,3.779065163828697e+01
1.092496382866907e+03,3.860843561977444e+01
1.117943892679777e+03,3.944514803121739e+01
1.143984151142282e+03,4.030122977189744e+01
1.170630965144144e+03,4.117713201097266e+01
1.197898463178858e+03,4.207331642669345e+01
1.225801102834810e+03,4.299025545119026e+01
1.254353678460880e+03,4.392843252096338e+01
1.283571329010604e+03,4.488834233320736e+01
1.313469546069045e+03,4.587049110810572e+01
1.344064182066636e+03,4.687539685723584e+01
1.375371458684352e+03,4.790358965822524e+01
1.407407975454655e+03,4.895561193580584e+01
1.440190718562792e+03,5.003201874941464e+01
1.473737069853088e+03,5.113337808749353e+01
1.508064816045036e+03,5.226027116864421e+01
1.543192158164049e+03,5.341329274979802e+01
1.579137721191884e+03,5.459305144156377e+01
1.615920563941854e+03,5.580017003092121e+01
1.653560189164062e+03,5.703528581143085e+01
1.692076553886022e+03,5.829905092113535e+01
1.731490079994133e+03,5.959213268833182e+01
1.771821665061638e+03,6.091521398539793e+01
1.813092693428791e+03,6.226899359086004e+01
1.855325047541118e+03,6.365418655989455e+01
1.898541119551783e+03,6.507152460345986e+01
1.942763823194196e+03,6.652175647625896e+01
1.988016605931186e+03,6.800564837373915e+01
2.034323461387151e+03,6.952398433833898e+01
2.081708942069798e+03,7.107756667519783e+01
2.130198172388205e+03,7.266721637754884e+01
2.179816861974119e+03,7.429377356202021e+01
2.230591319313539e+03,7.595809791407623e+01
2.282548465695826e+03,7.766106914383381e+01
2.335715849487724e+03,7.940358745249645e+01
2.390121660739876e+03,8.118657400965280e+01
2.445794746133552e+03,8.301097144169292e+01
2.502764624275548e+03,8.487774433160131e+01
2.561061501349342e+03,8.678787973039158e+01
2.620716287130807e+03,8.874238768045376e+01
2.681760611376991e+03,9.074230175109238e+01
2.744226840596624e+03,9.278867958653841e+01
2.808148095211278e+03,9.488260346672624e+01
2.873558267116247e+03,9.702518088113293e+01
2.940492037650482e+03,9.921754511598365e+01
3.008984895985092e+03,1.014608558551350e+02
3.079073157940177e+03,1.037562997949549e+02
3.150793985239954e+03,1.061050912735245e+02
3.224185405216393e+03,1.085084729144963e+02
3.299286330971817e+03,1.109677162859501e+02
3.376136582011139e+03,1.134841225745945e+02
3.454776905354694e+03,1.160590232756737e+02
3.535248997142847e+03,1.186937808989439e+02
3.617595524743838e+03,1.213897896910940e+02
3.701860149376585e+03,1.241484763749935e+02
3.788087549260443e+03,1.269713009061601e+02
3.876323443304186e+03,1.298597572468469e+02
3.966614615346774e+03,1.328153741581617e+02
4.059008938962771e+03,1.358397160106359e+02
4.153555402845541e+03,1.389343836136743e+02
4.250304136781704e+03,1.421010150643259e+02
4.349306438230617e+03,1.453412866158245e+02
4.450614799522954e+03,1.486569135663599e+02
4.554282935692850e+03,1.520496511685522e+02
4.660365812958311e+03,1.555212955601100e+02
4.768919677865038e+03,1.590736847161660e+02
4.880002087109082e+03,1.627086994237959e+02
4.993671938054175e+03,1.664282642792368e+02
5.109989499959886e+03,1.702343487083332e+02
